,r,roll_avg_r,roll_std_r,upper_r,lower_r
6628,109,117.66,8.558585616512485,134.43482780836447,100.88517219163552
6629,126,117.98,8.56545029613637,134.7682825804273,101.19171741957271
6630,128,118.26,8.660984531870325,135.23552968246585,101.28447031753417
6631,126,118.4,8.72949492426255,135.5098100515546,101.2901899484454
6632,109,118.16,8.821032379771115,135.44922346435138,100.87077653564862
6633,126,118.36,8.884198308902683,135.77302868544925,100.94697131455074
6634,110,118.5,8.690247876978994,135.53288583887883,101.46711416112117
6635,130,118.64,8.819644122585233,135.92650248026706,101.35349751973294
6636,113,118.6,8.840999112441708,135.92835826038575,101.27164173961424
6637,104,118.18,9.02759940518412,135.87409483416087,100.48590516583913
6638,133,118.54,9.254254399456961,136.67833862293566,100.40166137706436
6639,131,118.68,9.39048584951112,137.0853522650418,100.27464773495822
6640,113,118.68,9.39048584951112,137.0853522650418,100.27464773495822
6641,125,118.9,9.407443861117253,137.33858996778983,100.46141003221018
6642,108,118.88,9.429956608210123,137.36271495209184,100.39728504790816
6643,126,118.96,9.473830766264923,137.52870830187925,100.39129169812074
6644,117,119.06,9.42512924179624,137.53325331392062,100.58674668607938
6645,118,118.84,9.316126023283784,137.09960700563622,100.58039299436379
6646,134,118.9,9.4052742476518,137.33433752539753,100.46566247460248
6647,108,118.94,9.353401651220391,137.27266723639195,100.60733276360803
6648,111,118.96,9.334946410658642,137.25649496489092,100.66350503510905
6649,135,119.3,9.604951954116645,138.12570583006863,100.47429416993137
6650,118,119.32,9.601105378542034,138.13816654194238,100.5018334580576
6651,121,119.5,9.545273432334564,138.20873592737576,100.79126407262426
6652,131,119.58,9.62583683083972,138.44664018844585,100.71335981155414
6653,128,119.96,9.574541071757272,138.72610050064424,101.19389949935574
6654,117,119.8,9.555423718969902,138.528630489181,101.07136951081898
6655,105,119.28,9.64056057308589,138.17549872324835,100.38450127675165
6656,106,119.18,9.753471386214525,138.29680391698048,100.06319608301953
6657,125,119.2,9.76457570893805,138.33856838951857,100.06143161048142
6658,123,119.3,9.777629611332154,138.464154038211,100.13584596178897
6659,111,119.32,9.75922378981365,138.44807862803475,100.19192137196524
6660,112,118.98,9.711112927249228,138.0137813374085,99.94621866259152
6661,117,118.84,9.687694698508068,137.8278816090758,99.85211839092419
6662,106,118.86,9.659530558589154,137.79267989483475,99.92732010516525
6663,128,118.98,9.736298588485997,138.06314523343255,99.89685476656746
6664,103,118.76,9.972533708717224,138.30616606908575,99.21383393091425
6665,108,118.22,9.804809315553175,137.4374262584842,99.00257374151577
6666,115,118.36,9.705374063597878,137.38253316465185,99.33746683534815
6667,110,117.94,9.601041610162543,136.75804155591857,99.12195844408141
6668,107,117.36,9.360708153923483,135.70698798169002,99.01301201830998
6669,108,117.12,9.445093748525727,135.63238374711042,98.60761625288958
6670,106,117.1,9.467991188363534,135.65726272919252,98.54273727080746
6671,118,117.32,9.35564873567721,135.65707152192732,98.98292847807267
6672,118,117.14,9.251607692613842,135.27315107752312,99.00684892247688
6673,121,117.3,9.247724485695807,135.42553999196377,99.17446000803622
6674,110,117.3,9.247724485695807,135.42553999196377,99.17446000803622
6675,119,117.24,9.226315513749578,135.32357840694917,99.15642159305082
6676,125,117.26,9.24233824995618,135.37498296991413,99.1450170300859
6677,108,117.28,9.220739710912513,135.3526498333885,99.20735016661148
6678,122,117.54,9.165618987752215,135.50461321599434,99.57538678400567
6679,132,117.66,9.316673664100177,135.92068038163634,99.39931961836365
6680,121,117.52,9.21010979571102,135.5718151995936,99.46818480040639
6681,117,117.34,9.128582606748745,135.23202190922754,99.44797809077247
6682,119,117.54,9.051350107889027,135.2806462114625,99.79935378853752
6683,127,117.56,9.071507311248318,135.34015433004672,99.7798456699533
6684,116,117.68,9.00892981028286,135.3375024281544,100.0224975718456
6685,112,117.32,8.86506558098554,134.69552853873165,99.94447146126834
6686,124,117.54,8.892119877646715,134.96855496018756,100.11144503981245
6687,120,117.86,8.680284957237758,134.87335851618602,100.846641483814
6688,117,117.54,8.401190391847605,134.0063331680213,101.0736668319787
6689,123,117.38,8.21370184260764,133.47885561151097,101.28114438848903
6690,103,117.18,8.441128660392335,133.72461217436899,100.63538782563103
6691,122,117.12,8.394945029056995,133.5740922569517,100.6659077430483
6692,127,117.5,8.40371637905899,133.97128410295562,101.02871589704438
6693,111,117.2,8.361720358096843,133.58897190186983,100.8110280981302
6694,103,116.92,8.599572841792599,133.7751627699135,100.06483723008651
6695,130,117.16,8.795546182763958,134.39927051821735,99.92072948178264
6696,128,117.04,8.59985761629113,133.89572092793063,100.18427907206939
6697,113,117.14,8.521305830757216,133.84175942828415,100.43824057171585
6698,103,116.98,8.711920053609338,134.0553633050743,99.9046366949257
6699,129,116.86,8.49732250747203,133.51475211464518,100.20524788535482
6700,128,117.06,8.641168666241837,133.99669058583402,100.123309414166
6701,124,117.12,8.679415008975639,134.13165341759225,100.10834658240776
6702,124,116.98,8.505676375945495,133.65112569685317,100.30887430314684
6703,112,116.66,8.3827081494252,133.0901079728734,100.2298920271266
6704,117,116.66,8.3827081494252,133.0901079728734,100.2298920271266
6705,104,116.64,8.412235986097075,133.12798253275025,100.15201746724973
6706,112,116.76,8.299397568502929,133.02681923426576,100.49318076573427
6707,126,116.78,8.320836888840244,133.08884030212687,100.47115969787312
6708,117,116.66,8.27242777088819,132.87395843094083,100.44604156905915
6709,115,116.74,8.235835087707201,132.8822367719061,100.59776322809388
6710,114,116.78,8.2171796144662,132.88567204435375,100.67432795564625
6711,133,117.1,8.53145440624204,133.82165063623438,100.3783493637656
6712,112,117.22,8.41352167281026,133.71050247870812,100.72949752129189
6713,101,116.68,8.57247612646707,133.48205320787545,99.87794679212455
6714,110,116.82,8.399927113390714,133.28385714224578,100.3561428577542
6715,108,116.82,8.399927113390714,133.28385714224578,100.3561428577542
6716,111,116.74,8.436582149627851,133.27570101327058,100.20429898672941
6717,110,116.74,8.436582149627851,133.27570101327058,100.20429898672941
6718,108,116.76,8.414176569754828,133.25178607671947,100.26821392328054
6719,108,116.76,8.414176569754828,133.25178607671947,100.26821392328054
6720,126,117.16,8.367478346408996,133.56025755896164,100.75974244103837
6721,123,117.26,8.407503936903746,133.73870771633136,100.78129228366866
6722,113,117.16,8.428232438707935,133.67933557986754,100.64066442013245
6723,110,116.94,8.46941676907186,133.54005686738083,100.33994313261915
6724,122,117.18,8.438710608544785,133.7198727927478,100.64012720725222
6725,133,117.46,8.727647835171073,134.5661897569353,100.35381024306469
6726,116,117.28,8.66152647149444,134.2565918841291,100.3034081158709
6727,129,117.7,8.711357821953666,134.77426133102918,100.62573866897083
6728,118,117.62,8.689402412466968,134.65122872843526,100.58877127156475
6729,132,117.62,8.689402412466968,134.65122872843526,100.58877127156475
6730,113,117.46,8.699542563629366,134.51110342471355,100.40889657528643
6731,123,117.58,8.734379643407683,134.69938410107906,100.46061589892093
6732,105,117.3,8.910553247904751,134.76468436589332,99.83531563410668
6733,127,117.3,8.910553247904751,134.76468436589332,99.83531563410668
6734,123,117.44,8.944636974875914,134.97148847075678,99.90851152924321
6735,108,117.36,9.011919544560053,135.0233623073377,99.69663769266229
6736,111,117.1,9.003967379522262,134.74777606386363,99.45222393613636
6737,129,117.28,9.151870557101974,135.21766629191987,99.34233370808013
6738,113,117.2,9.171829096732246,135.1767850295952,99.2232149704048
6739,113,117.0,9.151781358887936,134.93749146342034,99.06250853657964
6740,128,117.5,9.053694701897923,135.24524161571992,99.75475838428007
6741,109,117.24,9.108327654028134,135.09232220189514,99.38767779810485
6742,113,116.96,9.01690023211917,134.63312445495356,99.28687554504643
6743,125,117.24,9.045373154838694,134.96893138348383,99.51106861651616
6744,113,117.44,8.832130581706622,134.75097594014497,100.12902405985503
6745,123,117.3,8.683199824013375,134.3190716550662,100.28092834493378
6746,102,116.78,8.806977753062029,134.04167639600158,99.51832360399843
6747,110,116.72,8.843399475642082,134.0530629722585,99.38693702774151
6748,126,117.18,8.712388552273522,134.2562815624561,100.1037184375439
6749,139,117.38,9.095614552173213,135.20740452225948,99.5525954777405
6750,103,116.88,9.186591826560461,134.8857199800585,98.8742800199415
6751,130,117.0,9.319717960175364,135.26664720194373,98.73335279805629
6752,131,117.14,9.478245768981477,135.7173617072037,98.56263829279631
6753,120,117.3,9.457207595811594,135.83612688779073,98.76387311220927
6754,109,117.14,9.529781460975375,135.81837166351173,98.46162833648826
6755,120,117.46,9.346416971447084,135.77897726403629,99.1410227359637
6756,117,117.56,9.313496899117345,135.81445392227,99.30554607773001
6757,113,117.3,9.25434260998206,135.43851151556484,99.16148848443515
6758,136,117.68,9.624458638370532,136.54393893120624,98.81606106879377
6759,117,117.72,9.617246413163233,136.56980296979992,98.87019703020006
6760,103,117.5,9.827595466498083,136.76208711433625,98.23791288566376
6761,113,117.1,9.587938851945385,135.89236014981296,98.30763985018704
6762,107,117.0,9.667956751825818,135.9491952335786,98.0508047664214
6763,108,117.14,9.480398682742507,135.7215814181753,98.55841858182468
6764,106,117.06,9.558434676737615,135.7945319664057,98.32546803359428
6765,104,116.98,9.652090817171661,135.89809800165645,98.06190199834354
6766,125,117.26,9.67810489123706,136.22908558682465,98.29091441317537
6767,131,117.68,9.811363673971607,136.91027280098436,98.44972719901565
6768,129,118.1,9.837973078118626,137.3824272331125,98.81757276688748
6769,106,118.06,9.883835494467986,137.43231756915725,98.68768243084276
6770,101,117.56,10.103868727639853,137.3635827061741,97.75641729382589
6771,110,117.3,10.128259112657695,137.15138786080908,97.44861213919091
6772,116,117.36,10.111137524575993,137.17782954816894,97.54217045183105
6773,129,117.74,10.185644159249232,137.7038625521285,97.77613744787149
6774,112,117.54,10.198459267391515,137.5289801640874,97.55101983591264
6775,129,117.46,10.08982109831442,137.23604935269626,97.68395064730373
6776,108,117.3,10.176503549346815,137.24594695671976,97.35405304328023
6777,106,116.84,10.156650580800763,136.74703513836948,96.93296486163051
6778,119,116.86,10.159965450692045,136.77353228335642,96.9464677166436
6779,113,116.48,9.93497224301407,135.95254559630757,97.00745440369244
6780,109,116.4,9.979570969473894,135.95995910016885,96.84004089983117
6781,112,116.18,9.952314877888643,135.68653716066174,96.67346283933827
6782,125,116.58,9.895556619836945,135.9752909748804,97.18470902511959
6783,123,116.5,9.825518628886867,135.75801651261827,97.24198348738175
6784,125,116.54,9.85654242478065,135.8588231525701,97.22117684742993
6785,115,116.68,9.782199577370156,135.8531111716455,97.5068888283545
6786,108,116.62,9.826847855522264,135.88062179682365,97.35937820317636
6787,105,116.14,9.795896683653156,135.33995749996018,96.94004250003982
6788,120,116.28,9.800124947145525,135.48824489640523,97.07175510359477
6789,115,116.32,9.79054104110816,135.50946044057198,97.130539559428
6790,134,116.44,9.971715100266783,135.9845615965229,96.8954384034771
6791,113,116.52,9.926752145759336,135.9764342056883,97.0635657943117
6792,145,117.16,10.696862023179017,138.12584956543088,96.19415043456912
6793,122,117.1,10.660340385884941,137.99426715633447,96.20573284366552
6794,112,117.08,10.669123866639895,137.9914827786142,96.1685172213858
6795,120,117.02,10.64355702397095,137.88137176698305,96.15862823301694
6796,112,117.22,10.447712375329989,137.69751625564678,96.74248374435322
6797,119,117.4,10.39819450576225,137.78046123129403,97.019538768706
6798,125,117.38,10.382265098305908,137.72923959267956,97.03076040732041
6799,121,117.02,9.919039617767835,136.46131765082495,97.57868234917504
6800,119,117.34,9.713466352003334,136.37839404992653,98.30160595007347
6801,130,117.34,9.713466352003334,136.37839404992653,98.30160595007347
6802,124,117.2,9.561828874678934,135.94118459437072,98.4588154056293
6803,111,117.02,9.592705562044129,135.8217029016065,98.2182970983935
6804,105,116.94,9.677261376813918,135.90743229855528,97.97256770144472
6805,121,116.96,9.684744999965568,135.9421001999325,97.97789980006748
6806,110,116.82,9.734621571634385,135.89985828040338,97.74014171959661
6807,118,116.92,9.720250269730446,135.97169052867167,97.86830947132833
6808,106,116.32,9.440338976968587,134.82306439485842,97.81693560514157
6809,121,116.4,9.463140092391932,134.9477545810882,97.85224541891182
6810,109,116.52,9.326810159704891,134.80054791302157,98.23945208697842
6811,133,116.92,9.597703807026935,135.73149946177278,98.1085005382272
6812,120,117.18,9.499065474983926,135.7981683309685,98.5618316690315
6813,105,117.12,9.567461864605715,135.8722252546272,98.3677747453728
6814,107,117.14,9.544760289272029,135.84773016697318,98.43226983302682
6815,125,117.56,9.415922250996296,136.01520761195275,99.10479238804726
6816,113,117.32,9.375260540601209,135.69551065957836,98.94448934042163
6817,112,116.94,9.192743367043228,134.95777699940473,98.92222300059527
6818,119,116.74,9.032390693095898,134.44348575846794,99.03651424153203
6819,131,117.24,9.117285668402417,135.10987991006874,99.37012008993126
6820,118,117.58,8.811147855454742,134.8498497966913,100.31015020330871
6821,113,117.64,8.76858958244589,134.82643558159396,100.45356441840606
6822,104,117.4,8.976158898521183,134.9932714411015,99.80672855889848
6823,122,117.26,8.845176247945277,134.59654544597274,99.92345455402726
6824,110,117.22,8.873924194645644,134.61289142150545,99.82710857849453
6825,132,117.28,8.9648747672184,134.85115454374807,99.70884545625194
6826,110,117.32,8.927005576983865,134.81693093088836,99.82306906911163
6827,118,117.56,8.77649923235812,134.76193849542193,100.35806150457809
6828,129,117.76,8.922706645274376,135.24850502473777,100.27149497526223
6829,131,118.12,9.08831948274711,135.93310618618435,100.30689381381566
6830,116,118.26,8.998435238127039,135.896933066729,100.623066933271
6831,108,118.18,9.072699573505835,135.96249116407145,100.39750883592856
6832,106,117.8,9.17850194526624,135.78986381272182,99.81013618727818
6833,111,117.56,9.196627598405076,135.58539009287395,99.53460990712605
6834,135,117.76,9.466503783214977,136.31434741510137,99.20565258489864
6835,108,117.62,9.559459467260421,136.35654055583043,98.88345944416957
6836,124,117.94,9.498463892998862,136.55698923027776,99.32301076972223
6837,117,118.18,9.314658187122577,136.43673004676026,99.92326995323975
6838,142,118.62,9.903390472823709,138.0306453267345,99.20935467326554
6839,123,118.78,9.908334978233675,138.200336557338,99.359663442662
6840,120,118.5,9.664261957529195,137.44195343675722,99.55804656324278
6841,105,118.34,9.822111664560373,137.59133886253832,99.08866113746167
6842,130,118.04,9.20062109705106,136.0732173502201,100.00678264977992
6843,141,118.42,9.743841592496482,137.5179295212931,99.3220704787069
6844,107,118.32,9.836292648213401,137.59913359049827,99.04086640950173
6845,107,118.06,9.961988982621314,137.58549840593778,98.53450159406222
6846,113,118.08,9.95057171981052,137.5831205708286,98.57687942917138
6847,148,118.66,10.813087308577957,139.85365112481279,97.46634887518721
6848,119,118.54,10.77451641985408,139.658052182914,97.42194781708601
6849,131,118.74,10.913032837591862,140.12954436168005,97.35045563831994
6850,132,119.0,11.073041357189622,140.70316106009165,97.29683893990834
6851,125,118.9,10.993968661900402,140.4481785773248,97.35182142267521
6852,131,119.04,11.104255481390501,140.8043407435254,97.27565925647463
6853,113,119.08,11.078274381210223,140.79341778717205,97.36658221282796
6854,126,119.5,10.930672067023481,140.92411725136603,98.07588274863397
6855,120,119.48,10.928786179032485,140.90042091090368,98.05957908909633
6856,119,119.66,10.843242982033543,140.91275624478573,98.40724375521425
6857,117,119.64,10.84728876122787,140.9006859720066,98.37931402799337
6858,120,119.92,10.667210870474756,140.8277333061305,99.01226669386948
6859,110,119.7,10.757531770624295,140.7847622704236,98.61523772957639
6860,112,119.76,10.704872055020482,140.74154922784015,98.77845077215986
6861,125,119.6,10.561771651017455,140.3010724359942,98.89892756400579
6862,132,119.84,10.706397095922744,140.82453830800858,98.85546169199142
6863,132,120.38,10.623212934950393,141.20149735250277,99.55850264749722
6864,108,120.4,10.598421137712814,141.1729054299171,99.62709457008289
6865,107,120.04,10.74369297660646,141.09763823414866,98.98236176585135
6866,110,119.98,10.792079484136016,141.1324757889066,98.82752421109342
6867,126,120.26,10.762387262680596,141.35427903485396,99.16572096514604
6868,135,120.58,10.96020631416455,142.0620043757625,99.09799562423748
6869,115,120.26,10.88307054511128,141.5908182684181,98.92918173158189
6870,110,120.1,10.975389909863894,141.61176422333324,98.58823577666676
6871,116,120.16,10.943938775342275,141.61011999967084,98.70988000032914
6872,138,120.84,10.975594447202425,142.35216511651674,99.32783488348325
6873,107,120.54,11.146904027030464,142.3879318929797,98.6920681070203
6874,136,121.06,11.251140531758509,143.11223544224669,99.00776455775332
6875,109,120.6,11.264899430698277,142.6792028841686,98.52079711583137
6876,135,121.1,11.339384139058621,143.32519291255488,98.87480708744509
6877,122,121.18,11.331174264133203,143.38910155770108,98.97089844229893
6878,126,121.12,11.296811903530415,143.26175133091962,98.97824866908039
6879,105,120.6,11.430357003373196,143.00349972661147,98.19650027338852
6880,140,121.08,11.733155533597223,144.07698484585055,98.08301515414944
6881,110,121.12,11.69098728395264,144.03433507654717,98.20566492345283
6882,127,121.54,11.51256633742201,144.10463002134713,98.97536997865286
6883,125,121.82,11.420872406724687,144.20490991718037,99.43509008281961
6884,106,121.24,11.474123504832717,143.7292820694721,98.75071793052787
6885,129,121.66,11.363403485557628,143.93227083169296,99.38772916830705
6886,102,121.22,11.692121889793453,144.13655890399517,98.30344109600483
6887,117,121.22,11.692121889793453,144.13655890399517,98.30344109600483
6888,113,120.64,11.354689762028267,142.8951919335754,98.3848080664246
6889,122,120.62,11.35132825097122,142.8686033719036,98.37139662809642
6890,133,120.88,11.484932453848419,143.3904676095429,98.3695323904571
6891,111,121.0,11.346131229525946,143.23841720987085,98.76158279012915
6892,132,121.04,11.381976443270956,143.3486738288111,98.73132617118893
6893,132,120.86,11.12821382150863,142.6712990901569,99.04870090984309
6894,115,121.02,10.981412867727974,142.54356922074683,99.49643077925316
6895,136,121.6,10.991648035244094,143.14363014907843,100.05636985092157
6896,109,121.52,11.069797114822764,143.2168023450526,99.82319765494738
6897,123,121.02,10.393267051320915,141.39080342058898,100.649196579411
6898,112,120.88,10.467910147551695,141.39710388920133,100.36289611079867
6899,133,120.92,10.51110200246365,141.52175992482876,100.31824007517125
6900,132,120.92,10.51110200246365,141.52175992482876,100.31824007517125
6901,108,120.58,10.650457497123398,141.45489669436185,99.70510330563815
6902,115,120.26,10.57106176970167,140.97928106861528,99.54071893138473
6903,120,120.4,10.51917588143494,141.01758472761247,99.78241527238752
6904,114,120.16,10.525692570168736,140.79035743753073,99.52964256246928
6905,123,120.22,10.533309652951946,140.8652869197858,99.57471308021418
6906,130,120.44,10.621810445631663,141.25874847343806,99.62125152656193
6907,111,120.32,10.695106643812473,141.28240902187244,99.35759097812755
6908,121,120.34,10.695431029090502,141.3030448170174,99.37695518298261
6909,128,120.7,10.643096833354212,141.56046979337427,99.83953020662574
6910,113,120.72,10.627342478876745,141.5495912585984,99.89040874140159
6911,126,120.74,10.636498579931704,141.58753721666614,99.89246278333385
6912,120,120.5,10.51189802081778,141.10332012080283,99.89667987919715
6913,132,120.5,10.51189802081778,141.10332012080283,99.89667987919715
6914,141,121.16,10.744452769042981,142.21912742732422,100.10087257267575
6915,106,121.14,10.772243243162904,142.25359675659928,100.02640324340071
6916,107,121.08,10.8436758584219,142.33360468250692,99.82639531749308
6917,129,121.14,10.879694623568888,142.46420146219504,99.81579853780498
6918,111,120.66,10.784739785686568,141.79808997994567,99.52191002005432
6919,130,120.96,10.83260384776079,142.19190354161114,99.72809645838885
6920,125,121.26,10.730102610920797,142.29100111740476,100.22899888259525
6921,106,121.06,10.921631783593487,142.46639829584325,99.65360170415677
6922,114,120.58,10.68680284753647,141.52613358117148,99.63386641882852
6923,122,120.88,10.506829654459427,141.47338612274046,100.28661387725953
6924,116,120.48,10.298087795555578,140.66425207928893,100.29574792071108
6925,122,120.74,10.165588210897695,140.66455289335948,100.8154471066405
6926,111,120.26,10.044411584642743,139.9470467058998,100.57295329410023
6927,134,120.5,10.228511572055076,140.54788268122795,100.45211731877205
6928,132,120.62,10.32905551128344,140.86494880211555,100.37505119788446
6929,109,120.7,10.220527563366883,140.7322340241991,100.66776597580092
6930,126,120.42,9.866641386255543,139.75861711706085,101.08138288293914
6931,117,120.56,9.764910106489863,139.69922380872015,101.42077619127987
6932,124,120.5,9.7336990892084,139.57805021484847,101.42194978515154
6933,114,120.28,9.75420369871324,139.39823924947797,101.16176075052205
6934,131,120.78,9.647438065339555,139.68897860806553,101.87102139193448
6935,114,120.48,9.61979252184464,139.3347933428155,101.6252066571845
6936,123,120.9,9.247724485695828,139.02553999196383,102.77446000803619
6937,140,121.36,9.614529820721467,140.20447844861408,102.51552155138592
6938,120,121.5,9.540996396863953,140.20035293785335,102.79964706214665
6939,116,121.38,9.572260091816304,140.14162977995994,102.61837022004005
6940,118,121.08,9.434716612124252,139.57204455976353,102.58795544023647
6941,109,121.04,9.482443498062638,139.62558925620277,102.45441074379724
6942,128,120.96,9.404644966124366,139.39310413360374,102.52689586639625
6943,138,121.08,9.584937162456317,139.86647683841437,102.29352316158563
6944,116,121.1,9.573027584987418,139.86313406657533,102.33686593342466
6945,108,120.54,9.502330541207167,139.16456786076606,101.91543213923396
6946,109,120.54,9.502330541207167,139.16456786076606,101.91543213923396
6947,124,120.56,9.508664147903415,139.1969817298907,101.92301827010931
6948,120,120.72,9.428658008264351,139.20016969619812,102.23983030380187
6949,125,120.56,9.282768763598504,138.75422677665307,102.36577322334693
6950,111,120.14,9.229522286268436,138.22986368108613,102.05013631891387
6951,105,120.08,9.319367588252469,138.34596047297484,101.81403952702516
6952,108,119.94,9.44891744150615,138.45987818535207,101.42012181464794
6953,105,119.64,9.682215971693749,138.61714330451974,100.66285669548026
6954,122,119.8,9.653169089447275,138.72021141531667,100.87978858468334
6955,109,119.52,9.760896579766063,138.65135729634147,100.38864270365852
6956,128,119.48,9.721090053939795,138.533336505722,100.426663494278
6957,106,119.38,9.835151451894635,138.65689684571348,100.10310315428652
6958,106,119.08,10.011911273428824,138.7033460959205,99.4566539040795
6959,112,118.76,9.976625743434607,138.31418645713183,99.20581354286819
6960,129,119.08,10.044472538242164,138.76716617495464,99.39283382504536
6961,135,119.26,10.249559472866508,139.34913656681837,99.17086343318165
6962,103,118.92,10.50333280440415,139.50653229663214,98.33346770336786
6963,106,118.4,10.48614245914777,138.95283921992964,97.84716078007038
6964,124,118.06,10.002877137128113,137.6656391887711,98.4543608112289
6965,113,118.2,9.878858068358207,137.5625618139821,98.83743818601792
6966,115,118.36,9.757801692882635,137.48529131804997,99.23470868195004
6967,110,117.98,9.704806299261957,137.00142034655343,98.95857965344658
6968,131,118.38,9.822693425050035,137.63247911309807,99.12752088690192
6969,128,118.34,9.778380985313966,137.5056267312154,99.17437326878463
6970,131,118.46,9.897866189341674,137.85981773110967,99.06018226889032
6971,120,118.74,9.734873142579369,137.82035135945557,99.65964864054443
6972,135,119.16,9.976216615493875,138.713384566368,99.606615433632
6973,117,119.06,9.972226738423139,138.60556440730934,99.51443559269065
6974,123,119.2,9.977525765851757,138.75595050106944,99.64404949893056
6975,106,118.88,10.141126612939223,138.75660816136087,99.00339183863912
6976,129,119.24,10.175119715490439,139.18323464236124,99.29676535763873
6977,110,118.76,10.02967026947337,138.4181537281678,99.1018462718322
6978,111,118.34,9.902813453043859,137.74951436796596,98.93048563203405
6979,113,118.42,9.841789284810092,137.70990699822778,99.13009300177222
6980,117,118.24,9.782449924772646,137.4136018525544,99.06639814744561
6981,105,118.0,9.959100033108403,137.51983606489247,98.48016393510753
6982,137,118.26,10.28335290354501,138.41537169094823,98.10462830905179
6983,128,118.54,10.355339744526104,138.83646589927116,98.24353410072885
6984,129,118.5,10.309991191432662,138.707582735208,98.29241726479198
6985,121,118.64,10.295154398147938,138.81850262036997,98.46149737963005
6986,110,118.38,10.346822444303838,138.6597719908355,98.10022800916448
6987,126,118.1,9.930883595111961,137.56453184641944,98.63546815358055
6988,115,118.0,9.936533292734596,137.4756052537598,98.52439474624019
6989,135,118.38,10.217811579269794,138.4069106953688,98.3530893046312
6990,115,118.32,10.228890657432249,138.3686256885672,98.2713743114328
6991,118,118.5,10.140341740410777,138.37506981120512,98.62493018879488
6992,110,118.14,10.115677870295311,137.9667286257788,98.31327137422119
6993,109,117.56,9.779528806314818,136.72787646037705,98.39212353962296
6994,124,117.72,9.81884901189744,136.96494406331897,98.47505593668102
6995,115,117.86,9.726903570062598,136.92473099732268,98.79526900267732
6996,109,117.86,9.726903570062598,136.92473099732268,98.79526900267732
6997,122,117.82,9.705226868626028,136.842244662507,98.79775533749299
6998,107,117.56,9.819098424887233,136.80543291277897,98.31456708722102
6999,114,117.34,9.772117770184598,136.49335082956182,98.18664917043819
7000,117,117.46,9.7294209824189,136.52966512554104,98.39033487445894
7001,127,117.9,9.651583353241156,136.81710337235268,98.98289662764734
7002,109,117.92,9.631665463039544,136.7980643075575,99.0419356924425
7003,130,118.42,9.596108905307457,137.22837345440263,99.61162654559739
7004,117,118.32,9.584085448159522,137.10480747839264,99.53519252160733
7005,134,118.82,9.73881357229876,137.90807460170555,99.73192539829442
7006,142,119.1,10.198539311181031,139.08913704991483,99.11086295008518
7007,113,119.24,10.06217406621689,138.9618611697851,99.5181388302149
7008,127,119.66,9.935732258383194,139.13403522643105,100.18596477356894
7009,111,119.64,9.952458418476356,139.14681850021367,100.13318149978635
7010,135,119.76,10.102656753025913,139.5612072359308,99.95879276406922
7011,108,119.22,9.99242570293338,138.80515437774943,99.63484562225057
7012,126,119.68,9.757132399077792,138.80397950219248,100.55602049780754
7013,117,119.9,9.564496423586924,138.64641299023037,101.15358700976964
7014,111,119.64,9.62725722273615,138.50942415656286,100.77057584343714
7015,130,119.98,9.687968553517807,138.96841836489492,100.9915816351051
7016,113,119.94,9.713046139404199,138.97757043323222,100.90242956676776
7017,102,119.78,9.94328816800102,139.268844809282,100.291155190718
7018,106,119.28,9.995999199683453,138.87215843137957,99.68784156862043
7019,102,118.76,10.207160351882973,138.76603428969062,98.75396571030939
7020,117,118.48,10.055438167219068,138.1886588077494,98.77134119225063
7021,109,118.26,10.141468717852169,138.13727868699024,98.38272131300975
7022,118,117.92,9.849562302513366,137.2251421129262,98.61485788707381
7023,118,117.94,9.848671307881295,137.24339576344732,98.63660423655266
7024,118,117.84,9.821592206432708,137.09032072460812,98.58967927539189
7025,137,118.46,10.035060985348515,138.12871953128308,98.7912804687169
7026,131,118.5,10.081808227839351,138.26034412656514,98.73965587343487
7027,105,118.4,10.192033703853234,138.37638605955235,98.42361394044767
7028,100,118.18,10.46995701997253,138.70111575914615,97.65888424085385
7029,115,118.22,10.453570818491396,138.70899880424315,97.73100119575686
7030,124,118.36,10.483728889505084,138.90810862342997,97.81189137657003
7031,112,118.5,10.347532487095688,138.78116367470756,98.21883632529246
7032,134,118.44,10.246273588434562,138.52269623333174,98.35730376666825
7033,131,118.5,10.311970456413732,138.71146209457092,98.28853790542908
7034,112,118.16,10.238702086115959,138.2278560887873,98.09214391121272
7035,116,118.06,10.23481453527618,138.12023648914132,97.99976351085868
7036,126,118.38,10.227793266492675,138.42647480232563,98.33352519767435
7037,123,118.32,10.190912318218771,138.2941881437088,98.3458118562912
7038,130,118.62,10.311257964787742,138.83006561098398,98.40993438901603
7039,111,118.14,10.0894165604699,137.91525645852101,98.364743541479
7040,136,118.56,10.388690868403764,138.9218341020714,98.19816589792862
7041,121,118.62,10.39405245949261,138.99234282060553,98.2476571793945
7042,145,119.32,10.96458119658014,140.81057914529705,97.82942085470292
7043,129,119.72,10.945206760060792,141.17260524971914,98.26739475028084
7044,131,119.86,11.045379493857945,141.50894380796157,98.21105619203843
7045,114,119.84,11.05526008333935,141.50830976334512,98.17169023665488
7046,119,120.04,10.945057593012384,141.49231288230428,98.58768711769574
7047,132,120.24,11.07223038571534,141.94157155600206,98.53842844399793
7048,137,120.84,11.152669672163656,142.69923255744078,98.98076744255924
7049,107,120.7,11.28345366147638,142.8155691764937,98.5844308235063
7050,111,120.58,11.355282866563222,142.8363544184639,98.32364558153608
7051,127,120.58,11.355282866563222,142.8363544184639,98.32364558153608
