,r,roll_avg_r,roll_std_r,upper_r,lower_r
14562,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14563,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14564,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14565,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14566,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14567,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14568,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14569,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14570,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14571,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14572,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14573,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14574,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14575,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14576,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14577,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14578,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14579,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14580,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14581,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14582,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14583,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14584,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14585,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14586,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14587,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14588,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14589,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14590,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14591,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14592,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14593,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14594,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14595,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14596,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14597,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14598,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14599,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14600,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14601,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14602,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14603,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14604,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14605,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14606,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14607,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14608,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14609,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14610,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14611,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14612,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14613,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14614,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14615,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14616,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14617,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14618,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14619,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14620,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14621,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14622,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14623,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14624,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14625,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14626,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14627,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14628,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14629,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14630,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14631,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14632,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14633,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14634,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14635,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14636,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14637,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14638,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14639,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14640,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14641,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14642,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14643,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14644,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14645,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14646,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14647,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14648,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14649,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14650,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14651,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14652,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14653,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14654,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14655,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14656,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14657,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14658,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14659,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14660,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14661,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14662,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14663,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14664,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14665,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14666,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14667,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14668,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14669,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14670,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14671,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14672,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14673,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14674,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14675,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14676,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14677,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14678,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14679,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14680,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14681,500,500.0,2.045585019697294e-05,500.0000400934664,499.9999599065336
14682,438,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14683,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14684,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14685,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14686,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14687,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14688,500,498.76,8.768124086737107,515.9455232100047,481.5744767899953
14689,497,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14690,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14691,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14692,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14693,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14694,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14695,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14696,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14697,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14698,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14699,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14700,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14701,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14702,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14703,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14704,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14705,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14706,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14707,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14708,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14709,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14710,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14711,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14712,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14713,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14714,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14715,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14716,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14717,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14718,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14719,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14720,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14721,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14722,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14723,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14724,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14725,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14726,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14727,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14728,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14729,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14730,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14731,500,498.7,8.769729942576658,515.8886706874503,481.5113293125497
14732,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14733,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14734,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14735,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14736,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14737,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14738,500,499.94,0.424264069205105,500.771557575642,499.108442424358
14739,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14740,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14741,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14742,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14743,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14744,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14745,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14746,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14747,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14748,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14749,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14750,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14751,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14752,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14753,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14754,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14755,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14756,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14757,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14758,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14759,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14760,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14761,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14762,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14763,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14764,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14765,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14766,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14767,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14768,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14769,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14770,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14771,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14772,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14773,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14774,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14775,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14776,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14777,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14778,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14779,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14780,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14781,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14782,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14783,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14784,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14785,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14786,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14787,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14788,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14789,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14790,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14791,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14792,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14793,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14794,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14795,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14796,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14797,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14798,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14799,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14800,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14801,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14802,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14803,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14804,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14805,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14806,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14807,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14808,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14809,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14810,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14811,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14812,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14813,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14814,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14815,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14816,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14817,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14818,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14819,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14820,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14821,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14822,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14823,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14824,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14825,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14826,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14827,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14828,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14829,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14830,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14831,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14832,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14833,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14834,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14835,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14836,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14837,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14838,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14839,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14840,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14841,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14842,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14843,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14844,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14845,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14846,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14847,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14848,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14849,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14850,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14851,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14852,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14853,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14854,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14855,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14856,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14857,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14858,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14859,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14860,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14861,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14862,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14863,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14864,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14865,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14866,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14867,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14868,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14869,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14870,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14871,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14872,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14873,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14874,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14875,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14876,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14877,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14878,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14879,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14880,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14881,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14882,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14883,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14884,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14885,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14886,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14887,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14888,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14889,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14890,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14891,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14892,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14893,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14894,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14895,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14896,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14897,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14898,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14899,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14900,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14901,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14902,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14903,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14904,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14905,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14906,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14907,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14908,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14909,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14910,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14911,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14912,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14913,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14914,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14915,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14916,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14917,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14918,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14919,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14920,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14921,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14922,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14923,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14924,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14925,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14926,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14927,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14928,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14929,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14930,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14931,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14932,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14933,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14934,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14935,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14936,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14937,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14938,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14939,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14940,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14941,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14942,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14943,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14944,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14945,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14946,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14947,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
14948,500,500.0,2.0455464736410308e-05,500.0000400927109,499.9999599072891
