,e,r,roll_avg_r,roll_std_r,upper_r,lower_r
415,415,500.0,473.78,75.29649963406519,621.3611392827677,326.1988607172322
416,416,329.0,470.36,77.91904747353882,623.0813330481361,317.6386669518639
417,417,500.0,470.36,77.91904747353882,623.0813330481361,317.6386669518639
418,418,500.0,470.36,77.91904747353882,623.0813330481361,317.6386669518639
419,419,500.0,476.28,67.86482362545567,609.295054305893,343.26494569410687
420,420,500.0,476.28,67.86482362545567,609.295054305893,343.26494569410687
421,421,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
422,422,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
423,423,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
424,424,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
425,425,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
426,426,500.0,477.9,67.43500271992768,610.0726053310582,345.7273946689417
427,427,329.0,474.48,70.55530180110365,612.7683915301632,336.19160846983686
428,428,500.0,474.48,70.55530180110365,612.7683915301632,336.19160846983686
429,429,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
430,430,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
431,431,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
432,432,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
433,433,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
434,434,500.0,478.04,67.11122659208218,609.5780041204811,346.501995879519
435,435,344.0,474.92,69.64775513911621,611.4296000726678,338.41039992733226
436,436,500.0,474.92,69.64775513911621,611.4296000726678,338.41039992733226
437,437,500.0,481.86,51.95720766718844,583.6961270276894,380.02387297231064
438,438,132.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
439,439,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
440,440,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
441,441,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
442,442,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
443,443,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
444,444,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
445,445,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
446,446,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
447,447,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
448,448,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
449,449,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
450,450,500.0,476.14,71.28070695267682,615.8501856272466,336.4298143727534
451,451,453.0,475.2,71.2695372426076,614.8882929955109,335.5117070044891
452,452,500.0,475.2,71.2695372426076,614.8882929955109,335.5117070044891
453,453,500.0,475.2,71.2695372426076,614.8882929955109,335.5117070044891
454,454,500.0,475.2,71.2695372426076,614.8882929955109,335.5117070044891
455,455,500.0,479.54,65.71745644524422,608.3462146326788,350.73378536732133
456,456,500.0,479.54,65.71745644524422,608.3462146326788,350.73378536732133
457,457,500.0,479.54,65.71745644524422,608.3462146326788,350.73378536732133
458,458,500.0,479.54,65.71745644524422,608.3462146326788,350.73378536732133
459,459,500.0,479.54,65.71745644524422,608.3462146326788,350.73378536732133
460,460,500.0,481.74,64.48850870583037,608.1374770634275,355.3425229365725
461,461,500.0,481.74,64.48850870583037,608.1374770634275,355.3425229365725
462,462,500.0,481.74,64.48850870583037,608.1374770634275,355.3425229365725
463,463,117.0,474.08,82.50512414513419,635.790043324463,312.36995667553697
464,464,500.0,474.08,82.50512414513419,635.790043324463,312.36995667553697
465,465,500.0,474.08,82.50512414513419,635.790043324463,312.36995667553697
466,466,500.0,477.5,79.87062242483486,634.0464199526764,320.95358004732367
467,467,500.0,477.5,79.87062242483486,634.0464199526764,320.95358004732367
468,468,396.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
469,469,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
470,470,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
471,471,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
472,472,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
473,473,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
474,474,500.0,475.42,80.62335965741507,633.4417849285335,317.3982150714665
475,475,469.0,474.8,80.5496424446385,632.6772991914914,316.9227008085086
476,476,313.0,471.06,83.63780270198549,634.9900932958916,307.1299067041084
477,477,476.0,474.0,81.0870029093211,632.9305257022694,315.0694742977306
478,478,500.0,474.0,81.0870029093211,632.9305257022694,315.0694742977306
479,479,500.0,474.0,81.0870029093211,632.9305257022694,315.0694742977306
480,480,500.0,474.0,81.0870029093211,632.9305257022694,315.0694742977306
481,481,335.0,470.7,83.33366666599954,634.0339866653591,307.3660133346409
482,482,347.0,467.64,85.02766896602449,634.294231173408,300.985768826592
483,483,500.0,467.64,85.02766896602449,634.294231173408,300.985768826592
484,484,242.0,462.48,90.66539514914689,640.1841744923279,284.77582550767215
485,485,457.0,464.74,89.04569109193741,639.2695545401973,290.2104454598027
486,486,500.0,464.74,89.04569109193741,639.2695545401973,290.2104454598027
487,487,500.0,464.74,89.04569109193741,639.2695545401973,290.2104454598027
488,488,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
489,489,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
490,490,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
491,491,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
492,492,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
493,493,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
494,494,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
495,495,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
496,496,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
497,497,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
498,498,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
499,499,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
500,500,500.0,472.1,75.09809910907093,619.292274253779,324.907725746221
501,501,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
502,502,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
503,503,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
504,504,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
505,505,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
506,506,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
507,507,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
508,508,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
509,509,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
510,510,500.0,473.04,75.14827791419648,620.3306247118251,325.7493752881749
511,511,454.0,472.12,75.09304160812175,619.3023615519187,324.9376384480814
512,512,500.0,472.12,75.09304160812175,619.3023615519187,324.9376384480814
513,513,500.0,479.78,54.96614542477089,587.5136450325509,372.046354967449
514,514,500.0,479.78,54.96614542477089,587.5136450325509,372.046354967449
515,515,500.0,479.78,54.96614542477089,587.5136450325509,372.046354967449
516,516,500.0,479.78,54.96614542477089,587.5136450325509,372.046354967449
517,517,500.0,479.78,54.96614542477089,587.5136450325509,372.046354967449
518,518,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
519,519,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
520,520,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
521,521,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
522,522,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
523,523,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
524,524,500.0,481.86,53.68388577437976,587.0804161177844,376.6395838822157
525,525,500.0,482.48,53.71133730509751,587.7542211179912,377.2057788820089
526,526,500.0,486.22,47.861317515146105,580.0281823296864,392.41181767031367
527,527,500.0,486.7,47.8770747405708,580.5390664915187,392.86093350848125
528,528,500.0,486.7,47.8770747405708,580.5390664915187,392.86093350848125
529,529,500.0,486.7,47.8770747405708,580.5390664915187,392.86093350848125
530,530,500.0,486.7,47.8770747405708,580.5390664915187,392.86093350848125
531,531,500.0,490.0,42.603535352007015,573.5029292899337,406.4970707100663
532,532,500.0,493.06,37.285665024596845,566.1399034482098,419.9800965517902
533,533,500.0,493.06,37.285665024596845,566.1399034482098,419.9800965517902
534,534,500.0,498.22,8.813926827604151,515.4952965821042,480.9447034178959
535,535,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
536,536,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
537,537,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
538,538,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
539,539,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
540,540,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
541,541,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
542,542,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
543,543,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
544,544,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
545,545,500.0,499.08,6.5053823869093765,511.8305494783424,486.3294505216576
546,546,231.0,493.7,38.46347326373579,569.0884075969221,418.31159240307784
547,547,500.0,493.7,38.46347326373579,569.0884075969221,418.31159240307784
548,548,500.0,493.7,38.46347326373579,569.0884075969221,418.31159240307784
549,549,500.0,493.7,38.46347326373579,569.0884075969221,418.31159240307784
550,550,224.0,488.18,54.147828644726765,594.3097441436645,382.0502558563355
551,551,192.0,482.02,68.4154446102955,616.1142714361791,347.9257285638208
552,552,171.0,475.44,81.26528992711894,634.7199682571531,316.16003174284685
553,553,220.0,469.84,88.83333626884104,643.9533390869284,295.72666091307156
554,554,500.0,469.84,88.83333626884104,643.9533390869284,295.72666091307156
555,555,174.0,463.32,98.0590076412757,655.5156549769004,271.12434502309964
556,556,500.0,463.32,98.0590076412757,655.5156549769004,271.12434502309964
557,557,500.0,463.32,98.0590076412757,655.5156549769004,271.12434502309964
558,558,397.0,461.26,98.35417258716609,654.0341782708456,268.48582172915445
559,559,185.0,454.96,105.64070025809343,662.0157725058631,247.90422749413685
560,560,500.0,454.96,105.64070025809343,662.0157725058631,247.90422749413685
561,561,500.0,455.88,105.83229706493547,663.3113022472735,248.44869775272647
562,562,470.0,455.28,105.66196388599273,662.3774492165458,248.18255078345422
563,563,432.0,453.92,105.51213103675947,660.7237768320485,247.11622316795146
564,564,424.0,452.4,105.38210358074076,658.9489230182519,245.8510769817481
565,565,500.0,452.4,105.38210358074076,658.9489230182519,245.8510769817481
566,566,215.0,446.7,110.34569982281907,662.9775716527254,230.4224283472746
567,567,427.0,445.24,110.10876997083263,661.0531891428319,229.42681085716808
568,568,419.0,443.62,109.88229138120306,658.989291107158,228.250708892842
569,569,500.0,443.62,109.88229138120306,658.989291107158,228.250708892842
570,570,427.0,442.16,109.60250257831026,656.9809050534882,227.33909494651192
571,571,500.0,442.16,109.60250257831026,656.9809050534882,227.33909494651192
572,572,500.0,442.16,109.60250257831026,656.9809050534882,227.33909494651192
573,573,500.0,442.16,109.60250257831026,656.9809050534882,227.33909494651192
574,574,402.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
575,575,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
576,576,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
577,577,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
578,578,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
579,579,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
580,580,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
581,581,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
582,582,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
583,583,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
584,584,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
585,585,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
586,586,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
587,587,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
588,588,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
589,589,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
590,590,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
591,591,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
592,592,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
593,593,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
594,594,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
595,595,500.0,440.2,109.42316286522022,654.6693992158316,225.73060078416836
596,596,500.0,445.58,105.4690379172182,652.2993143177476,238.86068568225232
597,597,500.0,445.58,105.4690379172182,652.2993143177476,238.86068568225232
598,598,406.0,443.7,105.3168688156973,650.1210628787667,237.27893712123327
599,599,500.0,443.7,105.3168688156973,650.1210628787667,237.27893712123327
600,600,500.0,449.22,100.69843644288005,646.5889354280449,251.85106457195513
601,601,500.0,455.38,93.82873890710614,639.284328257928,271.475671742072
602,602,500.0,461.96,84.5566975587431,627.6911272151365,296.2288727848635
603,603,405.0,465.66,77.50671070353563,617.5731529789299,313.74684702107015
604,604,500.0,465.66,77.50671070353563,617.5731529789299,313.74684702107015
605,605,401.0,470.2,65.84490124837377,599.2560064468125,341.1439935531874
606,606,437.0,468.94,65.86579118920172,598.0369507308353,339.8430492691647
607,607,346.0,465.86,67.9513661618752,599.0446776772754,332.6753223227246
608,608,500.0,467.92,67.38007941551231,599.9849556544042,335.85504434559584
609,609,493.0,474.08,53.67165481529496,579.2764434379781,368.88355656202185
610,610,500.0,474.08,53.67165481529496,579.2764434379781,368.88355656202185
611,611,500.0,474.08,53.67165481529496,579.2764434379781,368.88355656202185
612,612,304.0,470.76,58.81675451982051,586.0408388588482,355.4791611411518
613,613,334.0,468.8,61.69708755074932,589.7262915994687,347.8737084005313
614,614,500.0,470.32,61.506740961242606,590.8732122840355,349.7667877159645
615,615,484.0,470.0,61.39068599169211,590.3257445437165,349.67425545628345
616,616,500.0,475.7,49.2644881828513,572.2583968383885,379.14160316161144
617,617,500.0,477.16,48.8719108841604,572.9489453329544,381.37105466704566
618,618,390.0,476.58,49.740588280084786,574.0715530289662,379.0884469710338
619,619,469.0,475.96,49.635800115049555,573.2461682254971,378.67383177450284
620,620,401.0,475.44,50.29105491120226,574.0104676259564,376.86953237404356
621,621,436.0,474.16,50.467350528709986,573.0760070362716,375.2439929637285
622,622,322.0,470.6,54.70738486880545,577.8264743428587,363.37352565714133
623,623,500.0,470.6,54.70738486880545,577.8264743428587,363.37352565714133
624,624,278.0,468.12,60.395512740464454,586.4952049713104,349.7447950286897
625,625,488.0,467.88,60.289993077674616,586.0483864322423,349.71161356775775
626,626,411.0,466.1,60.635158521929526,584.9449107029819,347.2550892970182
627,627,500.0,466.1,60.635158521929526,584.9449107029819,347.2550892970182
628,628,500.0,466.1,60.635158521929526,584.9449107029819,347.2550892970182
629,629,375.0,463.6,61.775102309150846,584.6792005259357,342.52079947406435
630,630,500.0,463.6,61.775102309150846,584.6792005259357,342.52079947406435
631,631,500.0,463.6,61.775102309150846,584.6792005259357,342.52079947406435
632,632,500.0,463.6,61.775102309150846,584.6792005259357,342.52079947406435
633,633,476.0,463.12,61.57942937742206,583.8156815797472,342.4243184202528
634,634,500.0,463.12,61.57942937742206,583.8156815797472,342.4243184202528
635,635,500.0,463.12,61.57942937742206,583.8156815797472,342.4243184202528
636,636,500.0,463.12,61.57942937742206,583.8156815797472,342.4243184202528
637,637,415.0,461.42,61.7136540972964,582.378762030701,340.4612379692991
638,638,500.0,461.42,61.7136540972964,582.378762030701,340.4612379692991
639,639,500.0,461.42,61.7136540972964,582.378762030701,340.4612379692991
640,640,500.0,461.42,61.7136540972964,582.378762030701,340.4612379692991
641,641,287.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
642,642,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
643,643,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
644,644,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
645,645,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
646,646,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
647,647,500.0,457.16,66.18568807621767,586.8839486293866,327.4360513706134
648,648,500.0,459.04,66.03770104405216,588.4738940463423,329.6061059536578
649,649,500.0,459.04,66.03770104405216,588.4738940463423,329.6061059536578
650,650,500.0,459.04,66.03770104405216,588.4738940463423,329.6061059536578
651,651,500.0,459.04,66.03770104405216,588.4738940463423,329.6061059536578
652,652,500.0,459.04,66.03770104405216,588.4738940463423,329.6061059536578
653,653,500.0,460.94,65.81743767453082,589.9421778420804,331.9378221579196
654,654,500.0,460.94,65.81743767453082,589.9421778420804,331.9378221579196
655,655,500.0,462.92,65.46562893174175,591.2326327062138,334.6073672937862
656,656,413.0,462.44,65.74693598820151,591.3039945368749,333.57600546312506
657,657,436.0,464.24,63.693962165392584,589.0801658441694,339.39983415583055
658,658,283.0,459.9,68.42491788635947,594.0128390572645,325.78716094273545
659,659,500.0,460.04,68.50114254968437,594.3022393973814,325.7777606026186
660,660,500.0,460.04,68.50114254968437,594.3022393973814,325.7777606026186
661,661,500.0,460.04,68.50114254968437,594.3022393973814,325.7777606026186
662,662,500.0,463.96,64.90305486348218,591.169987532425,336.7500124675749
663,663,500.0,467.28,62.31357175198456,589.4146006338897,345.14539936611027
664,664,500.0,467.28,62.31357175198456,589.4146006338897,345.14539936611027
665,665,500.0,467.6,62.442136479809825,589.9865875004273,345.21341249957277
666,666,500.0,467.6,62.442136479809825,589.9865875004273,345.21341249957277
667,667,500.0,467.6,62.442136479809825,589.9865875004273,345.21341249957277
668,668,500.0,469.8,61.584188270187425,590.5050090095674,349.0949909904327
669,669,500.0,470.42,61.73183943476763,591.4144052921446,349.42559470785545
670,670,500.0,472.4,61.043644473541846,592.045543168142,352.75445683185796
671,671,500.0,473.68,60.93571051794228,593.1139926151669,354.24600738483315
672,672,500.0,477.24,56.96348991830996,588.8884402398876,365.5915597601125
673,673,500.0,477.24,56.96348991830996,588.8884402398876,365.5915597601125
674,674,500.0,481.68,49.245921824314166,578.2020067756557,385.15799322434424
675,675,500.0,481.92,49.30655460007872,578.5608470161543,385.27915298384573
676,676,500.0,483.7,48.29004629764298,578.3484907433802,389.05150925661974
677,677,500.0,483.7,48.29004629764298,578.3484907433802,389.05150925661974
678,678,500.0,483.7,48.29004629764298,578.3484907433802,389.05150925661974
679,679,500.0,486.2,45.71473214067659,575.8008749957261,396.5991250042739
680,680,413.0,484.46,46.8210706099418,576.2292983954859,392.69070160451406
681,681,257.0,479.6,56.73677136117042,590.804071867894,368.395928132106
682,682,260.0,474.8,64.5850175334485,601.3866343655591,348.21336563444095
683,683,235.0,469.98,72.94546187504194,612.9531052750822,327.0068947249178
684,684,245.0,464.88,79.42976360872986,620.5623366731105,309.1976633268895
685,685,248.0,459.84,84.95841960173472,626.3585024194,293.32149758059995
686,686,212.0,454.08,91.67730451570465,633.767516850781,274.3924831492189
687,687,153.0,448.84,100.9728918965834,646.7468681173034,250.9331318826965
688,688,135.0,441.54,109.9902055008644,657.1208027816942,225.9591972183058
689,689,238.0,436.3,113.33826019703024,658.4429899861793,214.15701001382075
690,690,175.0,429.8,118.79840581628076,662.6448753999102,196.95512460008973
691,691,182.0,427.7,122.25203975594734,667.3139979216568,188.0860020783432
692,692,166.0,421.02,127.24401914496099,670.4182775241235,171.62172247587645
693,693,170.0,414.42,131.54933737296147,672.2567012510045,156.5832987489955
694,694,154.0,407.5,135.98142880405314,674.0236004559441,140.97639954405588
695,695,150.0,400.5,140.06969839391817,675.0366088520796,125.96339114792039
696,696,160.0,393.7,143.355167613981,674.6761285234027,112.72387147659725
697,697,144.0,386.58,146.7679120243929,674.24510756781,98.9148924321899
698,698,155.0,379.68,149.41278802194185,672.529064523006,86.830935476994
699,699,172.0,373.12,151.2119258875178,669.4953747395349,76.74462526046511
700,700,166.0,366.44,152.86090249047993,666.0473688813406,66.83263111865932
701,701,163.0,359.7,154.27476813021818,662.0785455352276,57.32145446477239
702,702,158.0,352.86,155.50405336274943,657.6479445909889,48.072055409011114
703,703,138.0,345.62,156.93413280996666,653.2109003075346,38.029099692465365
704,704,120.0,338.02,158.49875941058278,648.6775684447423,27.36243155525773
705,705,130.0,330.62,159.41652412239213,643.0763872798886,18.163612720111416
706,706,134.0,325.04,161.34535908404405,641.2769038047263,8.803096195273667
707,707,129.0,318.9,162.87083275794114,638.1268322055646,-0.3268322055646422
708,708,145.0,316.14,164.65114760657818,638.8562493088932,-6.576249308893239
709,709,121.0,308.56,164.73803075037085,631.4465402707269,-14.326540270726866
710,710,122.0,301.0,164.44650516573594,623.3151501248424,-21.315150124842432
711,711,114.0,293.28,163.97349711188687,614.6680543392982,-28.108054339298292
712,712,133.0,285.94,162.74061119036077,604.911597933107,-33.03159793310709
713,713,128.0,278.5,161.25126166252167,594.5524728585424,-37.552472858542444
714,714,135.0,271.2,159.2688652203291,583.366975831845,-40.96697583184505
715,715,108.0,263.36,157.41363164787018,571.8907180298256,-45.17071802982554
716,716,128.0,255.92,154.76972229339768,559.2686556950595,-47.42865569505946
717,717,110.0,248.12,152.02076120298378,546.0806919578482,-49.84069195784821
718,718,125.0,240.62,148.5513571606993,531.7806600349707,-50.540660034970585
719,719,119.0,233.0,144.6965861408494,516.6053088360648,-50.60530883606481
720,720,152.0,226.04,139.88099315095633,500.2067465758744,-48.12674657587442
721,721,136.0,218.76,134.70838647892356,482.78843749869014,-45.26843749869016
722,722,124.0,211.24,129.0646982196547,464.2068085105232,-41.7268085105232
723,723,127.0,203.78,122.65419949215418,444.18223100462217,-36.62223100462219
724,724,137.0,196.52,115.28460611965151,422.477827994517,-29.437827994516965
725,725,111.0,188.74,107.23078487304717,398.9123383511725,-21.432338351172433
726,726,122.0,181.18,97.74366517392612,372.7575837408952,-10.397583740895186
727,727,132.0,173.82,86.44939300550544,343.2608102907907,4.379189709209328
728,728,118.0,166.18,72.84388955085996,308.9540235196855,23.405976480314507
729,729,127.0,158.72,54.83222648428945,266.1911639092073,51.24883609079268
730,730,119.0,152.84,41.035753450185524,233.27007676236363,72.40992323763638
731,731,118.0,150.06,38.46302756928843,225.44753403580532,74.67246596419469
732,732,158.0,148.02,35.06814939572289,216.75357281561688,79.28642718438314
733,733,118.0,145.68,32.987591977737914,210.3356802763663,81.0243197236337
734,734,147.0,143.72,29.714999991413745,201.96139998317094,85.47860001682906
735,735,157.0,141.9,25.715277758639985,192.30194440693438,91.49805559306563
736,736,151.0,140.68,23.688833156710217,187.11011298715204,94.24988701284798
737,737,122.0,140.06,23.76535808478134,186.64010184617143,93.47989815382857
738,738,131.0,139.98,23.789459164656545,186.60733996272683,93.35266003727315
739,739,126.0,137.74,19.20226389714069,175.37643723839577,100.10356276160425
740,740,113.0,136.5,18.743434224563405,173.23713108014428,99.76286891985572
741,741,162.0,136.1,17.949191329630356,171.2804150060755,100.9195849939245
742,742,123.0,135.24,17.512164868092963,169.5638431414622,100.9161568585378
743,743,154.0,134.92,17.00280889159212,168.24550542752053,101.59449457247943
744,744,122.0,134.28,16.87171283176292,167.34855715025532,101.21144284974469
745,745,146.0,134.2,16.805004113811716,167.13780806307096,101.26219193692903
746,746,135.0,133.7,16.38846035028867,165.82138228656578,101.5786177134342
747,747,155.0,133.92,16.6019915205647,166.4599033803068,101.38009661969318
748,748,116.0,133.14,16.507277306738242,165.49426352120693,100.78573647879304
749,749,126.0,132.22,15.551481325857488,162.70090339868068,101.73909660131932
750,750,147.0,131.84,14.92889268280192,161.10062965829178,102.57937034170824
751,751,147.0,131.52,14.409803918843403,159.7632156809331,103.27678431906693
752,752,161.0,131.58,14.528072754467694,160.0550225987567,103.10497740124333
753,753,172.0,132.26,15.591481190515815,162.81930313341098,101.700696866589
754,754,159.0,133.04,15.937326229542439,164.27715940990316,101.80284059009682
755,755,165.0,133.74,16.557642048432022,166.19297841492676,101.28702158507325
756,756,171.0,134.48,17.376080204270135,168.53711720036944,100.42288279963053
757,757,178.0,135.46,18.411631195123054,171.5467971424412,99.37320285755882
758,758,206.0,136.68,20.908391050639278,177.660446459253,95.69955354074702
759,759,164.0,137.54,21.133405223163933,178.9614742374013,96.1185257625987
760,760,187.0,138.84,22.13350954769444,182.2216787134811,95.4583212865189
761,761,215.0,140.86,24.320991185492822,188.52914272356594,93.19085727643409
762,762,206.0,142.32,25.97443012672433,193.2298830483797,91.41011695162031
763,763,206.0,143.88,27.400014896464047,197.58402919706953,90.17597080293046
764,764,296.0,147.1,34.79693277592388,215.3019882408108,78.89801175918919
765,765,237.0,149.68,36.575580121501964,221.36813703814386,77.99186296185616
766,766,250.0,152.12,39.08318705279805,228.72304662348418,75.51695337651583
767,767,301.0,155.94,43.91755262501939,242.018403145038,69.861596854962
768,768,290.0,159.24,47.59075540480438,252.51788059341658,65.96211940658343
769,769,236.0,161.58,48.440617970745095,256.5236112226604,66.63638877733963
770,770,296.0,164.46,52.008715910048785,266.3970831836956,62.52291681630439
771,771,270.0,167.14,53.929284763493364,272.84139813644697,61.43860186355299
772,772,339.0,171.44,58.77322727992632,286.6355254686556,56.24447453134442
773,773,417.0,177.24,67.89895253317208,310.3219469650173,44.15805303498274
774,774,429.0,183.08,76.39340713085873,332.81107797648315,33.348922023516906
775,775,386.0,188.58,80.86650374890299,347.0783473478499,30.081652652150154
776,776,343.0,193.0,83.16028290633176,355.99415449641026,30.005845503589768
777,777,448.0,199.32,90.14420193699122,376.0026357965028,22.637364203497185
778,778,309.0,203.14,90.6732213016853,380.8595137513032,25.42048624869679
779,779,456.0,209.72,96.76777166315739,399.38483245978847,20.055167540211528
780,780,479.0,216.92,103.06780807422071,418.9329038254726,14.907096174527396
781,781,441.0,223.38,106.7961800891425,432.7005129747193,14.059487025280703
782,782,451.0,229.24,111.08786006157975,446.9722057206963,11.50779427930371
783,783,451.0,235.9,114.22056178593141,459.7723011004256,12.02769889957446
784,784,500.0,242.96,119.40532241239525,476.9944319282947,8.925568071705328
785,785,500.0,249.82,124.1256259617975,493.1062268851231,6.533773114876908
786,786,500.0,256.8,128.20105383374008,508.07406551413055,5.52593448586947
787,787,362.0,261.6,127.54222990117098,511.5827706062952,11.61722939370489
788,788,500.0,268.98,130.47315620385598,524.7073861595577,13.252613840442308
789,789,353.0,273.52,129.34091008033016,527.0281837574471,20.011816242552868
790,790,479.0,280.84,130.42322943214558,536.4695296870053,25.21047031299466
791,791,485.0,287.3,132.40109901510652,546.8061540696087,27.793845930391228
792,792,270.0,290.24,130.29363384451307,545.6155223352456,34.86447766475439
793,793,249.0,292.14,128.95213635061512,544.8861872472056,39.39381275279436
794,794,271.0,295.12,126.64100635179662,543.3363724495214,46.90362755047863
795,795,279.0,297.78,124.82874636223508,542.4443428699807,53.11565713001923
796,796,248.0,300.04,122.82839530775213,540.7836548031942,59.296345196805845
797,797,363.0,304.2,121.32903483452517,542.0049082756693,66.39509172433065
798,798,345.0,308.78,118.36579242469676,540.7769531524057,76.7830468475943
799,799,313.0,312.52,115.3895337099331,538.6834860714689,86.35651392853111
800,800,289.0,315.36,112.95434512063943,536.7505164364533,93.96948356354673
801,801,320.0,318.82,110.31063560024701,535.0288457764841,102.61115422351585
802,802,300.0,321.6,107.97902290609491,533.2388848959461,109.96111510405399
803,803,325.0,324.66,105.79892557611863,532.0258941291926,117.2941058708075
